County/Region,State,Year,Average Value
Cayuga,NY,2016,118776.159575
Allegany,MD,2016,81970.15982624999
Madison,NY,2016,125449.62190833334
Warren,NY,2016,197441.93614166664
Livingston,NY,2016,126025.32541666669
Columbia,NY,2016,221937.54750000002
Herkimer,NY,2016,96750.32603833334
Otsego,NY,2016,125155.05214166666
Genesee,NY,2016,110938.99691666667
Fulton,NY,2016,111927.64131666669
Worcester,MD,2016,238156.08411666667
Queen Annes,MD,2016,317808.25848333334
Tioga,NY,2016,113528.08931666666
Greene,NY,2016,173377.28348333333
Franklin,NY,2016,100947.754075
Chenango,NY,2016,89403.03049166668
Cortland,NY,2016,115525.11245833333
Delaware,NY,2016,130143.70963333333
Wyoming,NY,2016,104706.02914166666
Orleans,NY,2016,92996.69771250001
Talbot,MD,2016,308826.0608833334
Essex,NY,2016,142728.58523333332
Seneca,NY,2016,109110.58862499999
Caroline,MD,2016,180698.45570833332
Dorchester,MD,2016,148414.985875
Schoharie,NY,2016,126300.94505
Garrett,MD,2016,198293.85251666667
Lewis,NY,2016,114874.68028333333
Somerset,MD,2016,111684.93129166668
Yates,NY,2016,163853.41886666665
Kent,MD,2016,213132.3291666667
Schuyler,NY,2016,131492.69475833332
Hamilton,NY,2016,154741.03315833333
Kings,NY,2017,673602.3078636363
Queens,NY,2017,593629.8217000001
New York,NY,2017,1329034.2942727273
Suffolk,NY,2017,405264.6137818182
Bronx,NY,2017,456928.50125454547
Nassau,NY,2017,519159.6387636364
Montgomery,MD,2017,280494.0700227273
Westchester,NY,2017,566474.9014999998
Prince Georges,MD,2017,291087.14643636363
Erie,NY,2017,151081.17976363635
Baltimore,MD,2017,242758.26115454547
Monroe,NY,2017,146619.9386090909
Baltimore City,MD,2017,110466.9563
Anne Arundel,MD,2017,350523.24151818175
Richmond,NY,2017,506370.0870454545
Onondaga,NY,2017,132059.66342727272
Orange,NY,2017,233716.3780272727
Rockland,NY,2017,421291.91688181815
Howard,MD,2017,442950.5160545455
Albany,NY,2017,213782.95903636364
Dutchess,NY,2017,258575.35357272727
Frederick,MD,2017,323899.56729090906
Harford,MD,2017,275946.01724545454
Saratoga,NY,2017,266913.5904636364
Oneida,NY,2017,117121.89898181817
Niagara,NY,2017,122212.09645454543
Broome,NY,2017,100614.16587181819
Ulster,NY,2017,205727.10206363632
Carroll,MD,2017,323016.6761181818
Charles,MD,2017,300887.4709909091
Rensselaer,NY,2017,180517.3445454545
Schenectady,NY,2017,164501.8428
Washington,MD,2017,170691.86016818185
Chautauqua,NY,2017,89481.20227636363
Oswego,NY,2017,105552.98318181817
Jefferson,NY,2017,135003.25234545453
Saint Marys,MD,2017,288173.0201181818
Ontario,NY,2017,165813.0178909091
Saint Lawrence,NY,2017,84847.41244363636
Tompkins,NY,2017,212692.19005454544
Cecil,MD,2017,226445.28757272728
Wicomico,MD,2017,155522.98090000002
Putnam,NY,2017,324864.84719999996
Steuben,NY,2017,100022.60260272726
Calvert,MD,2017,334650.6226181818
Wayne,NY,2017,121584.88470909091
Chemung,NY,2017,95831.82800636362
Clinton,NY,2017,129893.31620909089
Sullivan,NY,2017,141578.40927272727
Cattaraugus,NY,2017,82820.80389454543
Cayuga,NY,2017,122615.08979090909
Allegany,MD,2017,83442.96767863637
Madison,NY,2017,129879.2561363636
Warren,NY,2017,203710.8216909091
Livingston,NY,2017,129979.20353636361
Columbia,NY,2017,229273.0139727273
Herkimer,NY,2017,100196.23307454545
Otsego,NY,2017,128849.04512727274
Genesee,NY,2017,116043.9298
Fulton,NY,2017,119678.05597272725
Worcester,MD,2017,245309.5077090909
Queen Annes,MD,2017,329076.8395
Tioga,NY,2017,113793.20746363638
Greene,NY,2017,177117.3817818182
Franklin,NY,2017,103948.17659999999
Chenango,NY,2017,91335.17446363636
Cortland,NY,2017,118571.87739999998
Delaware,NY,2017,132325.7477818182
Wyoming,NY,2017,108518.7026181818
Orleans,NY,2017,98540.29766272726
Talbot,MD,2017,315804.1506181818
Essex,NY,2017,145931.9617909091
Seneca,NY,2017,115025.05683636363
Caroline,MD,2017,187683.34303636363
Dorchester,MD,2017,151945.6617909091
Schoharie,NY,2017,130418.06014545454
Garrett,MD,2017,200203.22127272727
Lewis,NY,2017,116497.43624545456
Somerset,MD,2017,113829.19934545456
Yates,NY,2017,173301.2692727273
Kent,MD,2017,215394.39690909086
Schuyler,NY,2017,137553.77447272727
Hamilton,NY,2017,156969.55034545454
Kings,NY,2018,729750.0606
Queens,NY,2018,637845.2861818182
New York,NY,2018,1375318.6415454545
Suffolk,NY,2018,413990.3700181818
Bronx,NY,2018,488855.5844090909
Nassau,NY,2018,549097.1364727273
Montgomery,MD,2018,290090.6951136363
Westchester,NY,2018,583394.1412272728
Prince Georges,MD,2018,304811.0847909091
Erie,NY,2018,162257.01074545455
Baltimore,MD,2018,250170.63168181817
Monroe,NY,2018,145954.16330000001
Baltimore City,MD,2018,120418.32821818184
Anne Arundel,MD,2018,360232.1644090908
Richmond,NY,2018,553756.9238818183
Onondaga,NY,2018,138142.92254545452
Orange,NY,2018,249506.7002363637
Rockland,NY,2018,445139.16937272734
Howard,MD,2018,451119.6767636364
Albany,NY,2018,224021.17274545456
Dutchess,NY,2018,270351.52015454543
Frederick,MD,2018,334423.01350909093
Harford,MD,2018,284212.32954545453
Saratoga,NY,2018,276566.0035636364
Oneida,NY,2018,125869.5208
Niagara,NY,2018,132069.88850909093
Broome,NY,2018,105940.29927272728
Ulster,NY,2018,219441.13569090908
Carroll,MD,2018,333454.01479090913
Charles,MD,2018,314962.66360909096
Rensselaer,NY,2018,189511.52372727275
Schenectady,NY,2018,172392.96610000002
Washington,MD,2018,177012.0081636364
Chautauqua,NY,2018,92427.2117909091
Oswego,NY,2018,110052.52542727273
Jefferson,NY,2018,138999.05686363636
Saint Marys,MD,2018,295587.03216363635
Ontario,NY,2018,172579.28651818182
Saint Lawrence,NY,2018,86896.8383990909
Tompkins,NY,2018,219003.33358181818
Cecil,MD,2018,235271.75836363633
Wicomico,MD,2018,163300.44009090908
Putnam,NY,2018,342237.6611636364
Steuben,NY,2018,105360.4954090909
Calvert,MD,2018,342510.9898818182
Wayne,NY,2018,127476.45281818183
Chemung,NY,2018,100457.25076727275
Clinton,NY,2018,134716.4847818182
Sullivan,NY,2018,148240.66035454546
Cattaraugus,NY,2018,85527.82796272729
Cayuga,NY,2018,127733.31806363635
Allegany,MD,2018,86477.50165454544
Madison,NY,2018,137810.24733636362
Warren,NY,2018,210125.02610909092
Livingston,NY,2018,132717.62313636363
Columbia,NY,2018,239921.4828727273
Herkimer,NY,2018,105907.04223636365
Otsego,NY,2018,132795.47137272725
Genesee,NY,2018,121319.59508181819
Fulton,NY,2018,122770.84046363636
Worcester,MD,2018,256177.9156363637
Queen Annes,MD,2018,341455.79385454545
Tioga,NY,2018,118493.18552727274
Greene,NY,2018,188629.44827272728
Franklin,NY,2018,109098.13860909092
Chenango,NY,2018,95572.48768818182
Cortland,NY,2018,123402.11781818181
Delaware,NY,2018,138437.45794545452
Wyoming,NY,2018,115190.6175090909
Orleans,NY,2018,103405.65368181818
Talbot,MD,2018,324597.66869090905
Essex,NY,2018,149372.87838181818
Seneca,NY,2018,119859.44690909091
Caroline,MD,2018,198446.5041909091
Dorchester,MD,2018,164315.25202727274
Schoharie,NY,2018,134906.79188181815
Garrett,MD,2018,206339.28949090905
Lewis,NY,2018,121647.28466363634
Somerset,MD,2018,117932.69872727273
Yates,NY,2018,178359.87960000001
Kent,MD,2018,227364.81964545455
Schuyler,NY,2018,145429.7521181818
Hamilton,NY,2018,163322.9865727273
Kings,NY,2019,762497.2085454544
Queens,NY,2019,659658.1243272729
New York,NY,2019,1312813.226090909
Suffolk,NY,2019,449884.0014272727
Bronx,NY,2019,517786.6806181818
Nassau,NY,2019,567634.4244545456
Montgomery,MD,2019,300010.32326363627
Westchester,NY,2019,586166.7299181818
Prince Georges,MD,2019,317917.7143090909
Erie,NY,2019,170182.3262818182
Baltimore,MD,2019,258543.04069999998
Monroe,NY,2019,153524.3126
Baltimore City,MD,2019,130622.81035454547
Anne Arundel,MD,2019,368080.2415272728
Richmond,NY,2019,580711.2793999999
Onondaga,NY,2019,144153.86609090908
Orange,NY,2019,263683.43693636364
Rockland,NY,2019,460382.0100454546
Howard,MD,2019,460961.76882727275
Albany,NY,2019,231793.32226363636
Dutchess,NY,2019,284187.7925363637
Frederick,MD,2019,346113.2296818182
Harford,MD,2019,292909.6964272727
Saratoga,NY,2019,281931.0515818182
Oneida,NY,2019,131140.89031818183
Niagara,NY,2019,139558.85687272728
Broome,NY,2019,110605.24029090909
Ulster,NY,2019,229167.6528090909
Carroll,MD,2019,343817.2113272727
Charles,MD,2019,326789.0792454546
Rensselaer,NY,2019,196159.58617272723
Schenectady,NY,2019,179902.24456363637
Washington,MD,2019,185410.94460909095
Chautauqua,NY,2019,97084.96943090908
Oswego,NY,2019,115424.24233636363
Jefferson,NY,2019,142744.37951818184
Saint Marys,MD,2019,305119.3978818182
Ontario,NY,2019,179495.14696363636
Saint Lawrence,NY,2019,90646.25349090909
Tompkins,NY,2019,220077.86779090905
Cecil,MD,2019,247746.38080909092
Wicomico,MD,2019,171489.80187272726
Putnam,NY,2019,353172.4374909091
Steuben,NY,2019,109511.3304909091
Calvert,MD,2019,353526.4166181818
Wayne,NY,2019,134135.29653636363
Chemung,NY,2019,103625.1735909091
Clinton,NY,2019,142372.86855454545
Sullivan,NY,2019,155362.4765
Cattaraugus,NY,2019,89063.69849909091
Cayuga,NY,2019,130967.20186363635
Allegany,MD,2019,90451.79341636364
Madison,NY,2019,143065.81519090908
Warren,NY,2019,214868.79568181818
Livingston,NY,2019,137816.0939818182
Columbia,NY,2019,245646.46550000002
Herkimer,NY,2019,112379.30042727274
Otsego,NY,2019,137859.83697272724
Genesee,NY,2019,126693.38573636365
Fulton,NY,2019,126538.56454545452
Worcester,MD,2019,266267.7128090909
Queen Annes,MD,2019,352784.80574545456
Tioga,NY,2019,125179.3659090909
Greene,NY,2019,193587.6096
Franklin,NY,2019,112589.22987272726
Chenango,NY,2019,99898.2331881818
Cortland,NY,2019,126632.51764545454
Delaware,NY,2019,141785.9919181818
Wyoming,NY,2019,121403.94169090908
Orleans,NY,2019,108289.36164545454
Talbot,MD,2019,331792.40311818174
Essex,NY,2019,153026.65783636362
Seneca,NY,2019,123395.99729090907
Caroline,MD,2019,211587.19441818178
Dorchester,MD,2019,172828.55224545454
Schoharie,NY,2019,139788.87471818182
Garrett,MD,2019,213737.24732727275
Lewis,NY,2019,124457.6589090909
Somerset,MD,2019,123953.05629090908
Yates,NY,2019,183079.49740909092
Kent,MD,2019,235809.21684545456
Schuyler,NY,2019,148604.98396363636
Hamilton,NY,2019,168289.42431818185
Kings,NY,2020,770170.1079000001
Queens,NY,2020,673500.5289166667
New York,NY,2020,1264635.4243333333
Suffolk,NY,2020,470150.43481666665
Bronx,NY,2020,514119.0299166667
Nassau,NY,2020,588910.4564333333
Montgomery,MD,2020,313427.5529708334
Westchester,NY,2020,595090.6833166666
Prince Georges,MD,2020,337703.144125
Erie,NY,2020,180976.69954166666
Baltimore,MD,2020,268651.5169
Monroe,NY,2020,164601.64093333334
Baltimore City,MD,2020,136965.49465833334
Anne Arundel,MD,2020,382804.77135
Richmond,NY,2020,583734.7451583333
Onondaga,NY,2020,153947.86837500005
Orange,NY,2020,279208.608725
Rockland,NY,2020,472021.7098916667
Howard,MD,2020,474965.36900833336
Albany,NY,2020,239919.84781666662
Dutchess,NY,2020,302977.2829416666
Frederick,MD,2020,359513.57587500004
Harford,MD,2020,306639.54823333333
Saratoga,NY,2020,291085.81245
Oneida,NY,2020,140883.91553333332
Niagara,NY,2020,150463.60889166666
Broome,NY,2020,115475.39998333332
Ulster,NY,2020,247195.31349999996
Carroll,MD,2020,358308.9093
Charles,MD,2020,342172.1395166666
Rensselaer,NY,2020,205940.02445833336
Schenectady,NY,2020,189846.76055833334
Washington,MD,2020,195493.19472916672
Chautauqua,NY,2020,105636.12396666665
Oswego,NY,2020,122883.02524166666
Jefferson,NY,2020,148845.64120833334
Saint Marys,MD,2020,321209.47984166665
Ontario,NY,2020,190379.44287499998
Saint Lawrence,NY,2020,94412.26600166668
Tompkins,NY,2020,228942.41395
Cecil,MD,2020,261502.45223333337
Wicomico,MD,2020,181383.1103166667
Putnam,NY,2020,365611.1488833334
Steuben,NY,2020,115854.56032500001
Calvert,MD,2020,368207.5948
Wayne,NY,2020,145081.72498333332
Chemung,NY,2020,108638.674825
Clinton,NY,2020,150545.37508333335
Sullivan,NY,2020,167743.40476666667
Cattaraugus,NY,2020,94259.55659000001
Cayuga,NY,2020,139848.62882500002
Allegany,MD,2020,95442.10552124999
Madison,NY,2020,148826.23220833333
Warren,NY,2020,225112.54133333333
Livingston,NY,2020,147218.5527666667
Columbia,NY,2020,240766.80585
Herkimer,NY,2020,119820.54124166667
Otsego,NY,2020,145068.045475
Genesee,NY,2020,136940.78174166667
Fulton,NY,2020,135986.7224333333
Worcester,MD,2020,278739.30299166666
Queen Annes,MD,2020,365526.81020833337
Tioga,NY,2020,131722.45514166667
Greene,NY,2020,207163.8618083333
Franklin,NY,2020,119061.06268333334
Chenango,NY,2020,106699.50202499998
Cortland,NY,2020,133230.01314999998
Delaware,NY,2020,150946.36806666665
Wyoming,NY,2020,131479.6526
Orleans,NY,2020,116807.08202499997
Talbot,MD,2020,344141.3464166667
Essex,NY,2020,162041.28906666668
Seneca,NY,2020,129836.51830833331
Caroline,MD,2020,225953.39690000002
Dorchester,MD,2020,184522.12471666667
Schoharie,NY,2020,151937.9888833333
Garrett,MD,2020,224799.57183333335
Lewis,NY,2020,130312.21125
Somerset,MD,2020,134327.7509166667
Yates,NY,2020,194635.95070833332
Kent,MD,2020,249186.96586666667
Schuyler,NY,2020,155147.822575
Hamilton,NY,2020,175900.73401666668
Kings,NY,2021,800156.8838454544
Queens,NY,2021,696899.9989181818
New York,NY,2021,1287949.115
Suffolk,NY,2021,527094.3245090909
Bronx,NY,2021,520185.83321818174
Nassau,NY,2021,637918.9713363637
Montgomery,MD,2021,351663.5204636364
Westchester,NY,2021,654093.3163363634
Prince Georges,MD,2021,382379.9848454546
Erie,NY,2021,209193.8899818182
Baltimore,MD,2021,299377.0658272727
Monroe,NY,2021,189235.2875545455
Baltimore City,MD,2021,156790.94568181818
Anne Arundel,MD,2021,426220.38370909094
Richmond,NY,2021,599249.0575909091
Onondaga,NY,2021,175680.24063636363
Orange,NY,2021,327569.0645181818
Rockland,NY,2021,529542.6110363636
Howard,MD,2021,522490.60099090915
Albany,NY,2021,264856.8620181819
Dutchess,NY,2021,359069.3287090909
Frederick,MD,2021,409498.2643
Harford,MD,2021,342124.44271818176
Saratoga,NY,2021,326828.54393636365
Oneida,NY,2021,163373.25172727273
Niagara,NY,2021,175807.2840818182
Broome,NY,2021,130813.28457272728
Ulster,NY,2021,311734.43763636367
Carroll,MD,2021,403685.5138
Charles,MD,2021,392609.3791454546
Rensselaer,NY,2021,233672.97359090913
Schenectady,NY,2021,214512.83999090912
Washington,MD,2021,222693.34486818183
Chautauqua,NY,2021,124960.24800909091
Oswego,NY,2021,140325.16378181818
Jefferson,NY,2021,164582.62167272728
Saint Marys,MD,2021,359804.7185909091
Ontario,NY,2021,217040.19176363637
Saint Lawrence,NY,2021,108556.65174545455
Tompkins,NY,2021,254681.03820000004
Cecil,MD,2021,297822.5903363636
Wicomico,MD,2021,206026.5684727273
Putnam,NY,2021,414498.79224545456
Steuben,NY,2021,129350.26687272727
Calvert,MD,2021,413562.2982818182
Wayne,NY,2021,167621.69167272726
Chemung,NY,2021,121949.77071818183
Clinton,NY,2021,167826.47849090912
Sullivan,NY,2021,215995.7561181818
Cattaraugus,NY,2021,112208.96092727274
Cayuga,NY,2021,161129.1971818182
Allegany,MD,2021,110645.4478240909
Madison,NY,2021,169106.96996363637
Warren,NY,2021,260240.28714545455
Livingston,NY,2021,168147.81978181817
Columbia,NY,2021,331797.75371818175
Herkimer,NY,2021,135605.467
Otsego,NY,2021,162032.61010909092
Genesee,NY,2021,159836.2331090909
Fulton,NY,2021,160495.8107727273
Worcester,MD,2021,336869.1756636364
Queen Annes,MD,2021,417748.66062727274
Tioga,NY,2021,149366.89278181817
Greene,NY,2021,265784.62833636365
Franklin,NY,2021,139708.95013636362
Chenango,NY,2021,122740.15053636365
Cortland,NY,2021,149602.9293727273
Delaware,NY,2021,185548.07634545455
Wyoming,NY,2021,153253.8524909091
Orleans,NY,2021,137411.18099090908
Talbot,MD,2021,399535.6380636364
Essex,NY,2021,193967.4566090909
Seneca,NY,2021,152841.19713636363
Caroline,MD,2021,264980.6259272728
Dorchester,MD,2021,214290.33053636362
Schoharie,NY,2021,175313.7516181818
Garrett,MD,2021,274252.2995
Lewis,NY,2021,148945.84108181816
Somerset,MD,2021,157533.13109090907
Yates,NY,2021,223661.00272727275
Kent,MD,2021,295347.5189545455
Schuyler,NY,2021,181592.9436727273
Hamilton,NY,2021,204964.33906363638
Kings,NY,2022,839892.7880000002
Queens,NY,2022,725545.8750909091
New York,NY,2022,1350763.4912727273
Suffolk,NY,2022,577123.1624272728
Bronx,NY,2022,489735.83310909086
Nassau,NY,2022,683652.3409545454
Montgomery,MD,2022,376277.55375454546
Westchester,NY,2022,705687.2037545455
Prince Georges,MD,2022,404519.1223454546
Erie,NY,2022,233861.8283454545
Baltimore,MD,2022,322122.6145
Monroe,NY,2022,211597.51319090909
Baltimore City,MD,2022,169386.8509727273
Anne Arundel,MD,2022,456564.2601454546
Richmond,NY,2022,647111.3768636364
Onondaga,NY,2022,194172.82933636365
Orange,NY,2022,375202.1658545454
Rockland,NY,2022,594499.7491727272
Howard,MD,2022,565443.8468636363
Albany,NY,2022,288884.38646363636
Dutchess,NY,2022,398576.7781272727
Frederick,MD,2022,449386.4891545454
Harford,MD,2022,368983.8850363636
Saratoga,NY,2022,362291.96378181817
Oneida,NY,2022,181084.93227272728
Niagara,NY,2022,195275.1468636364
Broome,NY,2022,144530.1575
Ulster,NY,2022,355844.32266363635
Carroll,MD,2022,432501.2133818181
Charles,MD,2022,423577.2589181818
Rensselaer,NY,2022,257895.91150909086
Schenectady,NY,2022,236034.61479999998
Washington,MD,2022,244496.24115909095
Chautauqua,NY,2022,143977.59891818181
Oswego,NY,2022,155104.2664636364
Jefferson,NY,2022,181761.32750909092
Saint Marys,MD,2022,383237.5816727272
Ontario,NY,2022,242324.6025
Saint Lawrence,NY,2022,120510.76994545455
Tompkins,NY,2022,287043.32745454554
Cecil,MD,2022,322113.5948181819
Wicomico,MD,2022,228355.35785454547
Putnam,NY,2022,455929.66015454545
Steuben,NY,2022,143855.4163909091
Calvert,MD,2022,439149.27608181816
Wayne,NY,2022,182251.80476363635
Chemung,NY,2022,133133.05636363637
Clinton,NY,2022,186678.75271818184
Sullivan,NY,2022,259631.21095454544
Cattaraugus,NY,2022,131285.21007272726
Cayuga,NY,2022,175582.06000909096
Allegany,MD,2022,121644.71597727276
Madison,NY,2022,187888.78939090914
Warren,NY,2022,293863.6964272728
Livingston,NY,2022,187383.0159
Columbia,NY,2022,386915.29474545456
Herkimer,NY,2022,152415.1914181818
Otsego,NY,2022,178885.1136
Genesee,NY,2022,176629.99014545453
Fulton,NY,2022,176715.71766363634
Worcester,MD,2022,393785.5824727273
Queen Annes,MD,2022,453128.6892727273
Tioga,NY,2022,161920.23978181818
Greene,NY,2022,311546.9493454545
Franklin,NY,2022,157453.10114545454
Chenango,NY,2022,137888.41267272725
Cortland,NY,2022,164501.46166363635
Delaware,NY,2022,213844.49440909087
Wyoming,NY,2022,168853.0112090909
Orleans,NY,2022,151541.86721818184
Talbot,MD,2022,438467.6275545454
Essex,NY,2022,222311.48545454547
Seneca,NY,2022,170755.03364545453
Caroline,MD,2022,287043.13648181816
Dorchester,MD,2022,236736.05526363634
Schoharie,NY,2022,195994.13260909088
Garrett,MD,2022,310842.7528
Lewis,NY,2022,164344.76007272725
Somerset,MD,2022,173892.13296363637
Yates,NY,2022,248514.78190909093
Kent,MD,2022,321066.3901909091
Schuyler,NY,2022,200085.83743636365
Hamilton,NY,2022,236888.55111818181
Kings,NY,2023,814314.5230272728
Queens,NY,2023,689243.9944545454
New York,NY,2023,1154261.8607272727
Suffolk,NY,2023,589243.7415272727
Bronx,NY,2023,435644.67973636364
Nassau,NY,2023,698894.7147727273
Montgomery,MD,2023,381585.3725590909
Westchester,NY,2023,728083.9828909091
Prince Georges,MD,2023,408081.4320090909
Erie,NY,2023,244822.06464545455
Baltimore,MD,2023,329433.04214545456
Monroe,NY,2023,229494.49961818184
Baltimore City,MD,2023,169617.58301818182
Anne Arundel,MD,2023,467565.6099999999
Richmond,NY,2023,652344.1580818183
Onondaga,NY,2023,211790.14872727272
Orange,NY,2023,393025.00531818176
Rockland,NY,2023,627302.1829363637
Howard,MD,2023,581889.1397818181
Albany,NY,2023,303865.9340545455
Dutchess,NY,2023,413771.5719818182
Frederick,MD,2023,463585.5317
Harford,MD,2023,384247.62078181823
Saratoga,NY,2023,379547.4725454545
Oneida,NY,2023,188146.4053090909
Niagara,NY,2023,204976.32790909093
Broome,NY,2023,155263.78986363634
Ulster,NY,2023,372852.4653636364
Carroll,MD,2023,445813.411509091
Charles,MD,2023,427274.79301818175
Rensselaer,NY,2023,267229.39024545456
Schenectady,NY,2023,248885.15009090913
Washington,MD,2023,253827.34796363636
Chautauqua,NY,2023,149674.4542
Oswego,NY,2023,161595.2365090909
Jefferson,NY,2023,188830.2519
Saint Marys,MD,2023,389952.4045727272
Ontario,NY,2023,258919.98071818185
Saint Lawrence,NY,2023,122889.46257272727
Tompkins,NY,2023,301859.39988181816
Cecil,MD,2023,333668.206
Wicomico,MD,2023,240225.31132727274
Putnam,NY,2023,476195.27502727264
Steuben,NY,2023,148291.6519818182
Calvert,MD,2023,445618.7849454545
Wayne,NY,2023,195235.98648181817
Chemung,NY,2023,138890.36822727273
Clinton,NY,2023,193723.65738181816
Sullivan,NY,2023,273293.73110909096
Cattaraugus,NY,2023,135429.28161818182
Cayuga,NY,2023,185080.64855454548
Allegany,MD,2023,122952.45149999997
Madison,NY,2023,198821.48233636364
Warren,NY,2023,311111.188
Livingston,NY,2023,198314.33566363633
Columbia,NY,2023,402973.50390000007
Herkimer,NY,2023,159168.9402909091
Otsego,NY,2023,186783.2421363636
Genesee,NY,2023,182157.2418
Fulton,NY,2023,180982.87738181817
Worcester,MD,2023,412371.7013909091
Queen Annes,MD,2023,466769.3648181818
Tioga,NY,2023,167054.37320909087
Greene,NY,2023,319620.8408272728
Franklin,NY,2023,161622.5185636364
Chenango,NY,2023,139642.36205454546
Cortland,NY,2023,171330.12011818183
Delaware,NY,2023,216662.3629090909
Wyoming,NY,2023,172030.59500909087
Orleans,NY,2023,159338.29299090907
Talbot,MD,2023,449566.4048363635
Essex,NY,2023,243091.85514545452
Seneca,NY,2023,178098.2575090909
Caroline,MD,2023,289677.5786090909
Dorchester,MD,2023,244424.76790000004
Schoharie,NY,2023,205202.52037272725
Garrett,MD,2023,314456.10013636365
Lewis,NY,2023,170335.11925454548
Somerset,MD,2023,179215.76817272726
Yates,NY,2023,257816.27936363636
Kent,MD,2023,328139.2827909091
Schuyler,NY,2023,205615.32489999998
Hamilton,NY,2023,240550.93265454547
Kings,NY,2024,814564.6895999999
Queens,NY,2024,676646.3191
New York,NY,2024,1102537.0635
Suffolk,NY,2024,615020.2762
Bronx,NY,2024,426709.8919
Nassau,NY,2024,724741.1725999999
Montgomery,MD,2024,388882.84770000004
Westchester,NY,2024,751165.7912
Prince Georges,MD,2024,410493.361
Erie,NY,2024,252976.08855
Baltimore,MD,2024,332660.60785000003
Monroe,NY,2024,238830.7664
Baltimore City,MD,2024,174274.69264999998
Anne Arundel,MD,2024,472995.4037
Richmond,NY,2024,654942.3543499999
Onondaga,NY,2024,223923.17969999998
Orange,NY,2024,409122.8201
Rockland,NY,2024,661001.58505
Howard,MD,2024,591964.8060000001
Albany,NY,2024,313966.4417
Dutchess,NY,2024,426224.5692
Frederick,MD,2024,472965.07445
Harford,MD,2024,389092.4615
Saratoga,NY,2024,390091.12795
Oneida,NY,2024,194520.99675
Niagara,NY,2024,210413.2571
Broome,NY,2024,163124.24949999998
Ulster,NY,2024,387288.18114999996
Carroll,MD,2024,451821.05079999997
Charles,MD,2024,430782.9919
Rensselaer,NY,2024,273733.39214999997
Schenectady,NY,2024,256722.28824999998
Washington,MD,2024,259953.049275
Chautauqua,NY,2024,153135.42465
Oswego,NY,2024,168074.2464
Jefferson,NY,2024,194988.60220000002
Saint Marys,MD,2024,391335.3251
Ontario,NY,2024,266875.86975
Saint Lawrence,NY,2024,127220.02840000001
Tompkins,NY,2024,312497.4088
Cecil,MD,2024,342740.59739999997
Wicomico,MD,2024,249496.8397
Putnam,NY,2024,496663.0958
Steuben,NY,2024,149901.96344999998
Calvert,MD,2024,447966.2624
Wayne,NY,2024,202893.52045
Chemung,NY,2024,140979.16335
Clinton,NY,2024,198664.9223
Sullivan,NY,2024,282182.311
Cattaraugus,NY,2024,138278.2518
Cayuga,NY,2024,192437.38254999998
Allegany,MD,2024,124239.08825
Madison,NY,2024,205960.22415
Warren,NY,2024,321350.73919999995
Livingston,NY,2024,205146.8977
Columbia,NY,2024,408724.34195000003
Herkimer,NY,2024,164727.7708
Otsego,NY,2024,191460.35804999998
Genesee,NY,2024,188079.9405
Fulton,NY,2024,186579.995
Worcester,MD,2024,424848.52815
Queen Annes,MD,2024,478677.8497
Tioga,NY,2024,170643.2788
Greene,NY,2024,327765.6752
Franklin,NY,2024,159826.58375
Chenango,NY,2024,142251.76085
Cortland,NY,2024,175118.24355
Delaware,NY,2024,219738.2625
Wyoming,NY,2024,176383.13545
Orleans,NY,2024,165377.66955
Talbot,MD,2024,460833.86395
Essex,NY,2024,254648.8985
Seneca,NY,2024,183195.13079999998
Caroline,MD,2024,296297.09265
Dorchester,MD,2024,249598.14059999998
Schoharie,NY,2024,213297.87115000002
Garrett,MD,2024,315386.5453
Lewis,NY,2024,174722.7515
Somerset,MD,2024,186263.783
Yates,NY,2024,263987.0132
Kent,MD,2024,334490.7657
Schuyler,NY,2024,207943.43695
Hamilton,NY,2024,244323.4633
