FIPS_Code,State,County/Region,Year,Employed,Unemployed,Unemployment_rate
36089,NY,St. Lawrence,2010,"44,765","5,254",10.5
36089,NY,St. Lawrence,2011,"43,858","5,115",10.4
36089,NY,St. Lawrence,2012,"43,508","5,022",10.3
36089,NY,St. Lawrence,2013,"43,931","4,537",9.4
36089,NY,St. Lawrence,2014,"43,347","3,675",7.8
36089,NY,St. Lawrence,2015,"40,602","3,223",7.4
36089,NY,St. Lawrence,2016,"40,479","2,908",6.7
36089,NY,St. Lawrence,2017,"41,187","2,923",6.6
36089,NY,St. Lawrence,2018,"41,870","2,462",5.6
36089,NY,St. Lawrence,2019,"41,781","2,348",5.3
36089,NY,St. Lawrence,2020,"40,501","3,454",7.9
36089,NY,St. Lawrence,2021,"41,208","2,245",5.2
36089,NY,St. Lawrence,2022,"41,172","1,767",4.1
36091,NY,Saratoga,2000,"106,755","3,650",3.3
36091,NY,Saratoga,2001,"108,445","3,760",3.4
36091,NY,Saratoga,2002,"110,739","4,473",3.9
36091,NY,Saratoga,2003,"111,520","4,671",4.0
36091,NY,Saratoga,2004,"113,085","4,631",3.9
36091,NY,Saratoga,2005,"115,513","4,392",3.7
36091,NY,Saratoga,2006,"116,152","4,237",3.5
36091,NY,Saratoga,2007,"114,914","4,294",3.6
36091,NY,Saratoga,2008,"115,542","5,453",4.5
36091,NY,Saratoga,2009,"114,192","7,875",6.5
36091,NY,Saratoga,2010,"109,818","8,313",7.0
36091,NY,Saratoga,2011,"108,056","7,768",6.7
36091,NY,Saratoga,2012,"109,223","8,107",6.9
36091,NY,Saratoga,2013,"110,894","7,032",6.0
36091,NY,Saratoga,2014,"110,057","5,428",4.7
36091,NY,Saratoga,2015,"111,795","4,875",4.2
36091,NY,Saratoga,2016,"112,934","4,559",3.9
36091,NY,Saratoga,2017,"115,722","4,756",3.9
36091,NY,Saratoga,2018,"117,491","4,256",3.5
36091,NY,Saratoga,2019,"118,367","3,943",3.2
36091,NY,Saratoga,2020,"114,247","7,848",6.4
36091,NY,Saratoga,2021,"116,123","4,616",3.8
36091,NY,Saratoga,2022,"118,577","3,230",2.7
36093,NY,Schenectady,2000,"69,904","2,501",3.5
36093,NY,Schenectady,2001,"69,870","2,457",3.4
36093,NY,Schenectady,2002,"70,747","3,088",4.2
36093,NY,Schenectady,2003,"70,367","3,360",4.6
36093,NY,Schenectady,2004,"70,957","3,378",4.5
36093,NY,Schenectady,2005,"72,205","3,154",4.2
36093,NY,Schenectady,2006,"73,058","3,102",4.1
36093,NY,Schenectady,2007,"72,334","3,076",4.1
36093,NY,Schenectady,2008,"72,573","3,843",5.0
36093,NY,Schenectady,2009,"71,134","5,681",7.4
36093,NY,Schenectady,2010,"72,913","6,172",7.8
36093,NY,Schenectady,2011,"71,348","5,830",7.6
36093,NY,Schenectady,2012,"71,862","6,072",7.8
36093,NY,Schenectady,2013,"72,602","5,355",6.9
36093,NY,Schenectady,2014,"71,888","4,110",5.4
36093,NY,Schenectady,2015,"72,028","3,592",4.8
36093,NY,Schenectady,2016,"72,465","3,342",4.4
36093,NY,Schenectady,2017,"73,869","3,444",4.5
36093,NY,Schenectady,2018,"74,748","3,099",4.0
36093,NY,Schenectady,2019,"75,383","2,867",3.7
36093,NY,Schenectady,2020,"72,622","6,058",7.7
36093,NY,Schenectady,2021,"73,829","3,835",4.9
36093,NY,Schenectady,2022,"75,444","2,577",3.3
36095,NY,Schoharie,2000,"14,512",644,4.2
36095,NY,Schoharie,2001,"14,600",649,4.3
36095,NY,Schoharie,2002,"14,679",889,5.7
36095,NY,Schoharie,2003,"14,621",834,5.4
36095,NY,Schoharie,2004,"14,729",866,5.6
36095,NY,Schoharie,2005,"15,044",803,5.1
36095,NY,Schoharie,2006,"15,046",809,5.1
36095,NY,Schoharie,2007,"14,799",892,5.7
36095,NY,Schoharie,2008,"14,717","1,069",6.8
36095,NY,Schoharie,2009,"14,183","1,405",9.0
36095,NY,Schoharie,2010,"14,492","1,450",9.1
36095,NY,Schoharie,2011,"14,174","1,408",9.0
36095,NY,Schoharie,2012,"13,996","1,439",9.3
36095,NY,Schoharie,2013,"14,013","1,274",8.3
36095,NY,Schoharie,2014,"13,728",996,6.8
36095,NY,Schoharie,2015,"13,793",857,5.8
36095,NY,Schoharie,2016,"13,917",814,5.5
36095,NY,Schoharie,2017,"14,123",813,5.4
36095,NY,Schoharie,2018,"14,229",716,4.8
36095,NY,Schoharie,2019,"14,350",667,4.4
36095,NY,Schoharie,2020,"13,854","1,013",6.8
36095,NY,Schoharie,2021,"14,017",676,4.6
36095,NY,Schoharie,2022,"14,264",534,3.6
36097,NY,Schuyler,2000,"8,957",418,4.5
36097,NY,Schuyler,2001,"8,915",508,5.4
36097,NY,Schuyler,2002,"8,969",679,7.0
36097,NY,Schuyler,2003,"9,139",639,6.5
36097,NY,Schuyler,2004,"9,187",586,6.0
36097,NY,Schuyler,2005,"9,335",541,5.5
36097,NY,Schuyler,2006,"9,471",502,5.0
36097,NY,Schuyler,2007,"9,458",488,4.9
36097,NY,Schuyler,2008,"9,501",577,5.7
36097,NY,Schuyler,2009,"9,206",853,8.5
36097,NY,Schuyler,2010,"8,213",840,9.3
36097,NY,Schuyler,2011,"8,219",803,8.9
36097,NY,Schuyler,2012,"8,162",859,9.5
36097,NY,Schuyler,2013,"8,073",800,9.0
36097,NY,Schuyler,2014,"7,987",608,7.1
36097,NY,Schuyler,2015,"7,784",555,6.7
36097,NY,Schuyler,2016,"7,775",506,6.1
36097,NY,Schuyler,2017,"7,881",482,5.8
36097,NY,Schuyler,2018,"7,980",427,5.1
36097,NY,Schuyler,2019,"7,898",366,4.4
36097,NY,Schuyler,2020,"7,544",684,8.3
36097,NY,Schuyler,2021,"7,746",403,4.9
36097,NY,Schuyler,2022,"7,755",296,3.7
36099,NY,Seneca,2000,"15,706",676,4.1
36099,NY,Seneca,2001,"15,800",709,4.3
36099,NY,Seneca,2002,"16,136",933,5.5
36099,NY,Seneca,2003,"16,227",941,5.5
36099,NY,Seneca,2004,"16,271",908,5.3
36099,NY,Seneca,2005,"16,519",808,4.7
36099,NY,Seneca,2006,"16,564",777,4.5
36099,NY,Seneca,2007,"16,218",742,4.4
36099,NY,Seneca,2008,"16,123",929,5.4
36099,NY,Seneca,2009,"15,886","1,326",7.7
36099,NY,Seneca,2010,"15,065","1,374",8.4
36099,NY,Seneca,2011,"14,840","1,287",8.0
36099,NY,Seneca,2012,"14,905","1,312",8.1
36099,NY,Seneca,2013,"14,770","1,131",7.1
36099,NY,Seneca,2014,"14,616",881,5.7
36099,NY,Seneca,2015,"14,883",816,5.2
36099,NY,Seneca,2016,"14,743",751,4.8
36099,NY,Seneca,2017,"15,631",739,4.5
36099,NY,Seneca,2018,"15,818",629,3.8
36099,NY,Seneca,2019,"15,744",599,3.7
36099,NY,Seneca,2020,"14,388","1,218",7.8
36099,NY,Seneca,2021,"14,477",721,4.7
36099,NY,Seneca,2022,"14,375",477,3.2
36101,NY,Steuben,2000,"45,979","1,949",4.1
36101,NY,Steuben,2001,"45,951","2,377",4.9
36101,NY,Steuben,2002,"43,747","3,381",7.2
36101,NY,Steuben,2003,"41,587","3,329",7.4
36101,NY,Steuben,2004,"41,168","2,849",6.5
36101,NY,Steuben,2005,"42,040","2,531",5.7
36101,NY,Steuben,2006,"42,371","2,345",5.2
36101,NY,Steuben,2007,"42,337","2,305",5.2
36101,NY,Steuben,2008,"42,828","2,737",6.0
36101,NY,Steuben,2009,"41,528","4,516",9.8
36101,NY,Steuben,2010,"42,744","4,621",9.8
36101,NY,Steuben,2011,"41,952","4,244",9.2
36101,NY,Steuben,2012,"41,432","4,334",9.5
36101,NY,Steuben,2013,"41,698","3,951",8.7
36101,NY,Steuben,2014,"40,980","3,057",6.9
36101,NY,Steuben,2015,"40,872","2,770",6.3
36101,NY,Steuben,2016,"40,628","2,559",5.9
36101,NY,Steuben,2017,"40,984","2,471",5.7
36101,NY,Steuben,2018,"41,418","2,131",4.9
36101,NY,Steuben,2019,"41,637","1,902",4.4
36101,NY,Steuben,2020,"39,530","3,369",7.9
36101,NY,Steuben,2021,"39,810","2,099",5.0
36101,NY,Steuben,2022,"39,856","1,497",3.6
36103,NY,Suffolk,2000,"708,288","24,996",3.4
36103,NY,Suffolk,2001,"709,201","28,096",3.8
36103,NY,Suffolk,2002,"718,442","35,648",4.7
36103,NY,Suffolk,2003,"723,488","36,918",4.9
36103,NY,Suffolk,2004,"730,779","36,263",4.7
36103,NY,Suffolk,2005,"744,496","32,701",4.2
36103,NY,Suffolk,2006,"756,568","30,767",3.9
36103,NY,Suffolk,2007,"756,666","29,848",3.8
36103,NY,Suffolk,2008,"754,554","39,353",5.0
36103,NY,Suffolk,2009,"733,488","58,626",7.4
36103,NY,Suffolk,2010,"716,989","61,562",7.9
36103,NY,Suffolk,2011,"712,479","59,159",7.7
36103,NY,Suffolk,2012,"716,784","61,443",7.9
36103,NY,Suffolk,2013,"727,742","52,777",6.8
36103,NY,Suffolk,2014,"723,564","41,505",5.4
36103,NY,Suffolk,2015,"738,096","36,754",4.7
36103,NY,Suffolk,2016,"739,954","34,284",4.4
36103,NY,Suffolk,2017,"755,844","35,201",4.4
36103,NY,Suffolk,2018,"763,450","30,241",3.8
36103,NY,Suffolk,2019,"770,183","28,213",3.5
36103,NY,Suffolk,2020,"719,988","63,530",8.1
36103,NY,Suffolk,2021,"749,254","35,997",4.6
36103,NY,Suffolk,2022,"775,848","24,984",3.1
36105,NY,Sullivan,2000,"31,618","1,432",4.3
36105,NY,Sullivan,2001,"31,764","1,514",4.5
36105,NY,Sullivan,2002,"32,598","1,731",5.0
36105,NY,Sullivan,2003,"32,545","1,823",5.3
36105,NY,Sullivan,2004,"32,968","1,871",5.4
36105,NY,Sullivan,2005,"33,428","1,709",4.9
36105,NY,Sullivan,2006,"33,613","1,783",5.0
36105,NY,Sullivan,2007,"33,353","1,802",5.1
36105,NY,Sullivan,2008,"33,103","2,277",6.4
36105,NY,Sullivan,2009,"32,273","3,124",8.8
36105,NY,Sullivan,2010,"33,196","3,313",9.1
36105,NY,Sullivan,2011,"32,361","3,174",8.9
36105,NY,Sullivan,2012,"32,006","3,259",9.2
36105,NY,Sullivan,2013,"31,677","2,884",8.3
36105,NY,Sullivan,2014,"31,034","2,207",6.6
36105,NY,Sullivan,2015,"31,826","1,832",5.4
36105,NY,Sullivan,2016,"32,392","1,656",4.9
36105,NY,Sullivan,2017,"33,233","1,705",4.9
36105,NY,Sullivan,2018,"35,228","1,496",4.1
36105,NY,Sullivan,2019,"36,079","1,417",3.8
36105,NY,Sullivan,2020,"33,602","3,071",8.4
36105,NY,Sullivan,2021,"34,800","1,794",4.9
36105,NY,Sullivan,2022,"36,153","1,220",3.3
36107,NY,Tioga,2000,"25,559",906,3.4
36107,NY,Tioga,2001,"25,387","1,091",4.1
36107,NY,Tioga,2002,"25,253","1,482",5.5
36107,NY,Tioga,2003,"24,803","1,501",5.7
36107,NY,Tioga,2004,"24,700","1,377",5.3
36107,NY,Tioga,2005,"25,050","1,245",4.7
36107,NY,Tioga,2006,"25,328","1,136",4.3
36107,NY,Tioga,2007,"24,923","1,204",4.6
36107,NY,Tioga,2008,"24,797","1,367",5.2
36107,NY,Tioga,2009,"24,098","2,157",8.2
36107,NY,Tioga,2010,"24,427","2,161",8.1
36107,NY,Tioga,2011,"23,851","2,002",7.7
36107,NY,Tioga,2012,"23,394","2,035",8.0
36107,NY,Tioga,2013,"23,121","1,822",7.3
36107,NY,Tioga,2014,"22,288","1,460",6.1
36107,NY,Tioga,2015,"22,042","1,304",5.6
36107,NY,Tioga,2016,"21,824","1,203",5.2
36107,NY,Tioga,2017,"21,984","1,184",5.1
36107,NY,Tioga,2018,"22,360","1,013",4.3
36107,NY,Tioga,2019,"22,298",920,4.0
36107,NY,Tioga,2020,"20,957","1,701",7.5
36107,NY,Tioga,2021,"21,274",992,4.5
36107,NY,Tioga,2022,"21,546",715,3.2
36109,NY,Tompkins,2000,"49,018","1,648",3.3
36109,NY,Tompkins,2001,"49,532","1,730",3.4
36109,NY,Tompkins,2002,"50,407","2,166",4.1
36109,NY,Tompkins,2003,"51,117","2,124",4.0
36109,NY,Tompkins,2004,"51,672","2,200",4.1
36109,NY,Tompkins,2005,"52,614","1,953",3.6
36109,NY,Tompkins,2006,"53,511","1,884",3.4
36109,NY,Tompkins,2007,"53,423","1,832",3.3
36109,NY,Tompkins,2008,"53,517","2,283",4.1
36109,NY,Tompkins,2009,"53,291","3,377",6.0
36109,NY,Tompkins,2010,"51,355","3,443",6.3
36109,NY,Tompkins,2011,"50,948","3,311",6.1
36109,NY,Tompkins,2012,"51,558","3,418",6.2
36109,NY,Tompkins,2013,"52,848","2,982",5.3
36109,NY,Tompkins,2014,"52,262","2,416",4.4
36109,NY,Tompkins,2015,"48,107","2,229",4.4
36109,NY,Tompkins,2016,"48,245","2,132",4.2
36109,NY,Tompkins,2017,"48,645","2,194",4.3
36109,NY,Tompkins,2018,"49,287","1,835",3.6
36109,NY,Tompkins,2019,"48,733","1,756",3.5
36109,NY,Tompkins,2020,"46,903","2,899",5.8
36109,NY,Tompkins,2021,"47,908","1,875",3.8
36109,NY,Tompkins,2022,"48,687","1,390",2.8
36111,NY,Ulster,2000,"85,155","3,126",3.5
36111,NY,Ulster,2001,"84,873","3,350",3.8
36111,NY,Ulster,2002,"86,753","4,040",4.4
36111,NY,Ulster,2003,"87,108","4,221",4.6
36111,NY,Ulster,2004,"86,667","4,488",4.9
36111,NY,Ulster,2005,"87,759","4,000",4.4
36111,NY,Ulster,2006,"88,753","3,831",4.1
36111,NY,Ulster,2007,"86,455","3,859",4.3
36111,NY,Ulster,2008,"85,167","4,851",5.4
36111,NY,Ulster,2009,"82,926","7,052",7.8
36111,NY,Ulster,2010,"86,236","7,443",7.9
36111,NY,Ulster,2011,"84,188","7,229",7.9
36111,NY,Ulster,2012,"83,282","7,632",8.4
36111,NY,Ulster,2013,"83,635","6,614",7.3
36111,NY,Ulster,2014,"82,831","5,052",5.7
36111,NY,Ulster,2015,"83,923","4,270",4.8
36111,NY,Ulster,2016,"84,222","3,967",4.5
36111,NY,Ulster,2017,"85,621","4,058",4.5
36111,NY,Ulster,2018,"86,721","3,496",3.9
36111,NY,Ulster,2019,"86,710","3,230",3.6
36111,NY,Ulster,2020,"81,165","6,766",7.7
36111,NY,Ulster,2021,"83,249","4,098",4.7
36111,NY,Ulster,2022,"84,853","2,764",3.2
36113,NY,Warren,2000,"31,859","1,375",4.1
36113,NY,Warren,2001,"31,820","1,477",4.4
36113,NY,Warren,2002,"32,060","1,697",5.0
36113,NY,Warren,2003,"32,677","1,779",5.2
36113,NY,Warren,2004,"33,180","1,731",5.0
36113,NY,Warren,2005,"33,825","1,625",4.6
36113,NY,Warren,2006,"34,880","1,635",4.5
36113,NY,Warren,2007,"34,666","1,588",4.4
36113,NY,Warren,2008,"34,380","2,025",5.6
36113,NY,Warren,2009,"33,520","2,926",8.0
36113,NY,Warren,2010,"31,054","3,138",9.2
36113,NY,Warren,2011,"30,644","3,028",9.0
36113,NY,Warren,2012,"30,577","3,139",9.3
36113,NY,Warren,2013,"30,340","2,775",8.4
36113,NY,Warren,2014,"30,116","2,144",6.6
36113,NY,Warren,2015,"30,407","1,795",5.6
36113,NY,Warren,2016,"30,292","1,711",5.3
36113,NY,Warren,2017,"30,733","1,701",5.2
36113,NY,Warren,2018,"30,734","1,487",4.6
36113,NY,Warren,2019,"30,545","1,398",4.4
36113,NY,Warren,2020,"28,988","2,565",8.1
36113,NY,Warren,2021,"29,763","1,543",4.9
36113,NY,Warren,2022,"30,212","1,076",3.4
36115,NY,Washington,2000,"28,946","1,110",3.7
36115,NY,Washington,2001,"28,898","1,213",4.0
36115,NY,Washington,2002,"29,009","1,415",4.7
36115,NY,Washington,2003,"29,514","1,426",4.6
36115,NY,Washington,2004,"30,203","1,514",4.8
36115,NY,Washington,2005,"30,683","1,440",4.5
36115,NY,Washington,2006,"31,553","1,345",4.1
36115,NY,Washington,2007,"31,024","1,319",4.1
36115,NY,Washington,2008,"30,879","1,717",5.3
36115,NY,Washington,2009,"30,059","2,459",7.6
36115,NY,Washington,2010,"27,716","2,549",8.4
36115,NY,Washington,2011,"27,340","2,432",8.2
36115,NY,Washington,2012,"27,351","2,506",8.4
36115,NY,Washington,2013,"27,135","2,248",7.7
36115,NY,Washington,2014,"26,779","1,751",6.1
36115,NY,Washington,2015,"27,159","1,446",5.1
36115,NY,Washington,2016,"27,012","1,340",4.7
36115,NY,Washington,2017,"27,325","1,321",4.6
36115,NY,Washington,2018,"27,376","1,178",4.1
36115,NY,Washington,2019,"27,450","1,109",3.9
36115,NY,Washington,2020,"25,816","1,921",6.9
36115,NY,Washington,2021,"26,356","1,279",4.6
36115,NY,Washington,2022,"26,662",890,3.2
36117,NY,Wayne,2000,"46,999","1,844",3.8
36117,NY,Wayne,2001,"46,465","2,249",4.6
36117,NY,Wayne,2002,"46,000","3,113",6.3
36117,NY,Wayne,2003,"45,751","2,927",6.0
36117,NY,Wayne,2004,"45,697","2,702",5.6
36117,NY,Wayne,2005,"46,552","2,407",4.9
36117,NY,Wayne,2006,"46,353","2,269",4.7
36117,NY,Wayne,2007,"45,264","2,206",4.6
36117,NY,Wayne,2008,"45,050","2,764",5.8
36117,NY,Wayne,2009,"43,678","4,032",8.5
36117,NY,Wayne,2010,"43,191","4,261",9.0
36117,NY,Wayne,2011,"42,565","3,932",8.5
36117,NY,Wayne,2012,"42,421","4,039",8.7
36117,NY,Wayne,2013,"42,348","3,568",7.8
36117,NY,Wayne,2014,"41,591","2,762",6.2
36117,NY,Wayne,2015,"41,844","2,373",5.4
36117,NY,Wayne,2016,"41,779","2,231",5.1
36117,NY,Wayne,2017,"42,273","2,197",4.9
36117,NY,Wayne,2018,"42,900","1,839",4.1
36117,NY,Wayne,2019,"43,264","1,726",3.8
36117,NY,Wayne,2020,"40,696","3,117",7.1
36117,NY,Wayne,2021,"41,339","1,951",4.5
36117,NY,Wayne,2022,"42,101","1,391",3.2
36119,NY,Westchester,2000,"446,737","15,546",3.4
36119,NY,Westchester,2001,"446,337","17,553",3.8
36119,NY,Westchester,2002,"449,680","21,599",4.6
36119,NY,Westchester,2003,"450,228","21,455",4.5
36119,NY,Westchester,2004,"455,285","21,482",4.5
36119,NY,Westchester,2005,"462,826","19,356",4.0
36119,NY,Westchester,2006,"469,079","18,507",3.8
36119,NY,Westchester,2007,"470,894","17,810",3.6
36119,NY,Westchester,2008,"468,768","23,304",4.7
36119,NY,Westchester,2009,"452,610","35,157",7.2
36119,NY,Westchester,2010,"443,099","35,957",7.5
36119,NY,Westchester,2011,"440,360","33,801",7.1
36119,NY,Westchester,2012,"441,625","35,110",7.4
36119,NY,Westchester,2013,"446,382","30,617",6.4
36119,NY,Westchester,2014,"445,694","24,312",5.2
36119,NY,Westchester,2015,"455,780","21,852",4.6
36119,NY,Westchester,2016,"457,115","20,848",4.4
36119,NY,Westchester,2017,"467,736","21,940",4.5
36119,NY,Westchester,2018,"473,717","18,986",3.9
36119,NY,Westchester,2019,"480,302","17,882",3.6
36119,NY,Westchester,2020,"449,454","39,142",8.0
36119,NY,Westchester,2021,"464,437","23,473",4.8
36119,NY,Westchester,2022,"480,910","15,505",3.1
36121,NY,Wyoming,2000,"19,332",951,4.7
36121,NY,Wyoming,2001,"19,316",999,4.9
36121,NY,Wyoming,2002,"19,986","1,226",5.8
36121,NY,Wyoming,2003,"19,790","1,291",6.1
36121,NY,Wyoming,2004,"19,629","1,322",6.3
36121,NY,Wyoming,2005,"20,291","1,128",5.3
36121,NY,Wyoming,2006,"20,769","1,064",4.9
36121,NY,Wyoming,2007,"20,351","1,030",4.8
36121,NY,Wyoming,2008,"19,921","1,303",6.1
36121,NY,Wyoming,2009,"19,127","1,914",9.1
36121,NY,Wyoming,2010,"17,601","1,869",9.6
36121,NY,Wyoming,2011,"17,246","1,663",8.8
36121,NY,Wyoming,2012,"17,183","1,693",9.0
36121,NY,Wyoming,2013,"17,272","1,528",8.1
36121,NY,Wyoming,2014,"17,126","1,205",6.6
36121,NY,Wyoming,2015,"17,307","1,043",5.7
36121,NY,Wyoming,2016,"17,133",982,5.4
36121,NY,Wyoming,2017,"17,220","1,017",5.6
36121,NY,Wyoming,2018,"17,520",843,4.6
36121,NY,Wyoming,2019,"17,767",776,4.2
36121,NY,Wyoming,2020,"16,964","1,320",7.2
36121,NY,Wyoming,2021,"17,234",819,4.5
36121,NY,Wyoming,2022,"16,899",611,3.5
36123,NY,Yates,2000,"11,640",445,3.7
36123,NY,Yates,2001,"11,571",460,3.8
36123,NY,Yates,2002,"11,966",619,4.9
36123,NY,Yates,2003,"12,250",626,4.9
36123,NY,Yates,2004,"12,424",600,4.6
36123,NY,Yates,2005,"12,427",561,4.3
36123,NY,Yates,2006,"12,510",550,4.2
36123,NY,Yates,2007,"12,493",537,4.1
36123,NY,Yates,2008,"12,505",635,4.8
36123,NY,Yates,2009,"12,328",907,6.9
36123,NY,Yates,2010,"11,317",922,7.5
36123,NY,Yates,2011,"11,190",914,7.6
36123,NY,Yates,2012,"11,116",955,7.9
36123,NY,Yates,2013,"11,122",839,7.0
36123,NY,Yates,2014,"11,011",666,5.7
36123,NY,Yates,2015,"11,134",588,5.0
36123,NY,Yates,2016,"11,194",526,4.5
36123,NY,Yates,2017,"11,322",516,4.4
36123,NY,Yates,2018,"11,593",451,3.7
36123,NY,Yates,2019,"11,788",435,3.6
36123,NY,Yates,2020,"11,103",741,6.3
36123,NY,Yates,2021,"11,200",450,3.9
36123,NY,Yates,2022,"11,328",343,2.9
