FIPS_Code,State,Area_Name,Year
36007,NY,"Broome County, NY",2009
36007,NY,"Broome County, NY",2010
36007,NY,"Broome County, NY",2011
36007,NY,"Broome County, NY",2012
36007,NY,"Broome County, NY",2013
36007,NY,"Broome County, NY",2014
36007,NY,"Broome County, NY",2015
36007,NY,"Broome County, NY",2016
36007,NY,"Broome County, NY",2017
36007,NY,"Broome County, NY",2018
36007,NY,"Broome County, NY",2019
36007,NY,"Broome County, NY",2020
36007,NY,"Broome County, NY",2021
36007,NY,"Broome County, NY",2022
36009,NY,"Cattaraugus County, NY",2000
36009,NY,"Cattaraugus County, NY",2001
36009,NY,"Cattaraugus County, NY",2002
36009,NY,"Cattaraugus County, NY",2003
36009,NY,"Cattaraugus County, NY",2004
36009,NY,"Cattaraugus County, NY",2005
36009,NY,"Cattaraugus County, NY",2006
36009,NY,"Cattaraugus County, NY",2007
36009,NY,"Cattaraugus County, NY",2008
36009,NY,"Cattaraugus County, NY",2009
36009,NY,"Cattaraugus County, NY",2010
36009,NY,"Cattaraugus County, NY",2011
36009,NY,"Cattaraugus County, NY",2012
36009,NY,"Cattaraugus County, NY",2013
36009,NY,"Cattaraugus County, NY",2014
36009,NY,"Cattaraugus County, NY",2015
36009,NY,"Cattaraugus County, NY",2016
36009,NY,"Cattaraugus County, NY",2017
36009,NY,"Cattaraugus County, NY",2018
36009,NY,"Cattaraugus County, NY",2019
36009,NY,"Cattaraugus County, NY",2020
36009,NY,"Cattaraugus County, NY",2021
36009,NY,"Cattaraugus County, NY",2022
36011,NY,"Cayuga County, NY",2000
36011,NY,"Cayuga County, NY",2001
36011,NY,"Cayuga County, NY",2002
36011,NY,"Cayuga County, NY",2003
36011,NY,"Cayuga County, NY",2004
36011,NY,"Cayuga County, NY",2005
36011,NY,"Cayuga County, NY",2006
36011,NY,"Cayuga County, NY",2007
36011,NY,"Cayuga County, NY",2008
36011,NY,"Cayuga County, NY",2009
36011,NY,"Cayuga County, NY",2010
36011,NY,"Cayuga County, NY",2011
36011,NY,"Cayuga County, NY",2012
36011,NY,"Cayuga County, NY",2013
36011,NY,"Cayuga County, NY",2014
36011,NY,"Cayuga County, NY",2015
36011,NY,"Cayuga County, NY",2016
36011,NY,"Cayuga County, NY",2017
36011,NY,"Cayuga County, NY",2018
36011,NY,"Cayuga County, NY",2019
36011,NY,"Cayuga County, NY",2020
36011,NY,"Cayuga County, NY",2021
36011,NY,"Cayuga County, NY",2022
36013,NY,"Chautauqua County, NY",2000
36013,NY,"Chautauqua County, NY",2001
36013,NY,"Chautauqua County, NY",2002
36013,NY,"Chautauqua County, NY",2003
36013,NY,"Chautauqua County, NY",2004
36013,NY,"Chautauqua County, NY",2005
36013,NY,"Chautauqua County, NY",2006
36013,NY,"Chautauqua County, NY",2007
36013,NY,"Chautauqua County, NY",2008
36013,NY,"Chautauqua County, NY",2009
36013,NY,"Chautauqua County, NY",2010
36013,NY,"Chautauqua County, NY",2011
36013,NY,"Chautauqua County, NY",2012
36013,NY,"Chautauqua County, NY",2013
36013,NY,"Chautauqua County, NY",2014
36013,NY,"Chautauqua County, NY",2015
36013,NY,"Chautauqua County, NY",2016
36013,NY,"Chautauqua County, NY",2017
36013,NY,"Chautauqua County, NY",2018
36013,NY,"Chautauqua County, NY",2019
36013,NY,"Chautauqua County, NY",2020
36013,NY,"Chautauqua County, NY",2021
36013,NY,"Chautauqua County, NY",2022
36015,NY,"Chemung County, NY",2000
36015,NY,"Chemung County, NY",2001
36015,NY,"Chemung County, NY",2002
36015,NY,"Chemung County, NY",2003
36015,NY,"Chemung County, NY",2004
36015,NY,"Chemung County, NY",2005
36015,NY,"Chemung County, NY",2006
36015,NY,"Chemung County, NY",2007
36015,NY,"Chemung County, NY",2008
36015,NY,"Chemung County, NY",2009
36015,NY,"Chemung County, NY",2010
36015,NY,"Chemung County, NY",2011
36015,NY,"Chemung County, NY",2012
36015,NY,"Chemung County, NY",2013
36015,NY,"Chemung County, NY",2014
36015,NY,"Chemung County, NY",2015
36015,NY,"Chemung County, NY",2016
36015,NY,"Chemung County, NY",2017
36015,NY,"Chemung County, NY",2018
36015,NY,"Chemung County, NY",2019
36015,NY,"Chemung County, NY",2020
36015,NY,"Chemung County, NY",2021
36015,NY,"Chemung County, NY",2022
36017,NY,"Chenango County, NY",2000
36017,NY,"Chenango County, NY",2001
36017,NY,"Chenango County, NY",2002
36017,NY,"Chenango County, NY",2003
36017,NY,"Chenango County, NY",2004
36017,NY,"Chenango County, NY",2005
36017,NY,"Chenango County, NY",2006
36017,NY,"Chenango County, NY",2007
36017,NY,"Chenango County, NY",2008
36017,NY,"Chenango County, NY",2009
36017,NY,"Chenango County, NY",2010
36017,NY,"Chenango County, NY",2011
36017,NY,"Chenango County, NY",2012
36017,NY,"Chenango County, NY",2013
36017,NY,"Chenango County, NY",2014
36017,NY,"Chenango County, NY",2015
36017,NY,"Chenango County, NY",2016
36017,NY,"Chenango County, NY",2017
36017,NY,"Chenango County, NY",2018
36017,NY,"Chenango County, NY",2019
36017,NY,"Chenango County, NY",2020
36017,NY,"Chenango County, NY",2021
36017,NY,"Chenango County, NY",2022
36019,NY,"Clinton County, NY",2000
36019,NY,"Clinton County, NY",2001
36019,NY,"Clinton County, NY",2002
36019,NY,"Clinton County, NY",2003
36019,NY,"Clinton County, NY",2004
36019,NY,"Clinton County, NY",2005
36019,NY,"Clinton County, NY",2006
36019,NY,"Clinton County, NY",2007
36019,NY,"Clinton County, NY",2008
36019,NY,"Clinton County, NY",2009
36019,NY,"Clinton County, NY",2010
36019,NY,"Clinton County, NY",2011
36019,NY,"Clinton County, NY",2012
36019,NY,"Clinton County, NY",2013
36019,NY,"Clinton County, NY",2014
36019,NY,"Clinton County, NY",2015
36019,NY,"Clinton County, NY",2016
36019,NY,"Clinton County, NY",2017
36019,NY,"Clinton County, NY",2018
36019,NY,"Clinton County, NY",2019
36019,NY,"Clinton County, NY",2020
36019,NY,"Clinton County, NY",2021
36019,NY,"Clinton County, NY",2022
36021,NY,"Columbia County, NY",2000
36021,NY,"Columbia County, NY",2001
36021,NY,"Columbia County, NY",2002
36021,NY,"Columbia County, NY",2003
36021,NY,"Columbia County, NY",2004
36021,NY,"Columbia County, NY",2005
36021,NY,"Columbia County, NY",2006
36021,NY,"Columbia County, NY",2007
36021,NY,"Columbia County, NY",2008
36021,NY,"Columbia County, NY",2009
36021,NY,"Columbia County, NY",2010
36021,NY,"Columbia County, NY",2011
36021,NY,"Columbia County, NY",2012
36021,NY,"Columbia County, NY",2013
36021,NY,"Columbia County, NY",2014
36021,NY,"Columbia County, NY",2015
36021,NY,"Columbia County, NY",2016
36021,NY,"Columbia County, NY",2017
36021,NY,"Columbia County, NY",2018
36021,NY,"Columbia County, NY",2019
36021,NY,"Columbia County, NY",2020
36021,NY,"Columbia County, NY",2021
36021,NY,"Columbia County, NY",2022
36023,NY,"Cortland County, NY",2000
36023,NY,"Cortland County, NY",2001
36023,NY,"Cortland County, NY",2002
36023,NY,"Cortland County, NY",2003
36023,NY,"Cortland County, NY",2004
36023,NY,"Cortland County, NY",2005
36023,NY,"Cortland County, NY",2006
36023,NY,"Cortland County, NY",2007
36023,NY,"Cortland County, NY",2008
36023,NY,"Cortland County, NY",2009
36023,NY,"Cortland County, NY",2010
36023,NY,"Cortland County, NY",2011
36023,NY,"Cortland County, NY",2012
36023,NY,"Cortland County, NY",2013
36023,NY,"Cortland County, NY",2014
36023,NY,"Cortland County, NY",2015
36023,NY,"Cortland County, NY",2016
36023,NY,"Cortland County, NY",2017
36023,NY,"Cortland County, NY",2018
36023,NY,"Cortland County, NY",2019
36023,NY,"Cortland County, NY",2020
36023,NY,"Cortland County, NY",2021
36023,NY,"Cortland County, NY",2022
36025,NY,"Delaware County, NY",2000
36025,NY,"Delaware County, NY",2001
36025,NY,"Delaware County, NY",2002
36025,NY,"Delaware County, NY",2003
36025,NY,"Delaware County, NY",2004
36025,NY,"Delaware County, NY",2005
36025,NY,"Delaware County, NY",2006
36025,NY,"Delaware County, NY",2007
36025,NY,"Delaware County, NY",2008
36025,NY,"Delaware County, NY",2009
36025,NY,"Delaware County, NY",2010
36025,NY,"Delaware County, NY",2011
36025,NY,"Delaware County, NY",2012
36025,NY,"Delaware County, NY",2013
36025,NY,"Delaware County, NY",2014
36025,NY,"Delaware County, NY",2015
36025,NY,"Delaware County, NY",2016
36025,NY,"Delaware County, NY",2017
36025,NY,"Delaware County, NY",2018
36025,NY,"Delaware County, NY",2019
36025,NY,"Delaware County, NY",2020
36025,NY,"Delaware County, NY",2021
36025,NY,"Delaware County, NY",2022
36027,NY,"Dutchess County, NY",2000
36027,NY,"Dutchess County, NY",2001
36027,NY,"Dutchess County, NY",2002
36027,NY,"Dutchess County, NY",2003
36027,NY,"Dutchess County, NY",2004
36027,NY,"Dutchess County, NY",2005
36027,NY,"Dutchess County, NY",2006
36027,NY,"Dutchess County, NY",2007
36027,NY,"Dutchess County, NY",2008
36027,NY,"Dutchess County, NY",2009
36027,NY,"Dutchess County, NY",2010
36027,NY,"Dutchess County, NY",2011
36027,NY,"Dutchess County, NY",2012
36027,NY,"Dutchess County, NY",2013
36027,NY,"Dutchess County, NY",2014
36027,NY,"Dutchess County, NY",2015
36027,NY,"Dutchess County, NY",2016
36027,NY,"Dutchess County, NY",2017
36027,NY,"Dutchess County, NY",2018
36027,NY,"Dutchess County, NY",2019
36027,NY,"Dutchess County, NY",2020
36027,NY,"Dutchess County, NY",2021
36027,NY,"Dutchess County, NY",2022
36029,NY,"Erie County, NY",2000
36029,NY,"Erie County, NY",2001
36029,NY,"Erie County, NY",2002
36029,NY,"Erie County, NY",2003
36029,NY,"Erie County, NY",2004
36029,NY,"Erie County, NY",2005
36029,NY,"Erie County, NY",2006
36029,NY,"Erie County, NY",2007
36029,NY,"Erie County, NY",2008
36029,NY,"Erie County, NY",2009
36029,NY,"Erie County, NY",2010
36029,NY,"Erie County, NY",2011
36029,NY,"Erie County, NY",2012
36029,NY,"Erie County, NY",2013
36029,NY,"Erie County, NY",2014
36029,NY,"Erie County, NY",2015
36029,NY,"Erie County, NY",2016
36029,NY,"Erie County, NY",2017
36029,NY,"Erie County, NY",2018
36029,NY,"Erie County, NY",2019
36029,NY,"Erie County, NY",2020
36029,NY,"Erie County, NY",2021
36029,NY,"Erie County, NY",2022
36031,NY,"Essex County, NY",2000
36031,NY,"Essex County, NY",2001
36031,NY,"Essex County, NY",2002
36031,NY,"Essex County, NY",2003
36031,NY,"Essex County, NY",2004
36031,NY,"Essex County, NY",2005
36031,NY,"Essex County, NY",2006
36031,NY,"Essex County, NY",2007
36031,NY,"Essex County, NY",2008
36031,NY,"Essex County, NY",2009
36031,NY,"Essex County, NY",2010
36031,NY,"Essex County, NY",2011
36031,NY,"Essex County, NY",2012
36031,NY,"Essex County, NY",2013
36031,NY,"Essex County, NY",2014
36031,NY,"Essex County, NY",2015
36031,NY,"Essex County, NY",2016
36031,NY,"Essex County, NY",2017
36031,NY,"Essex County, NY",2018
36031,NY,"Essex County, NY",2019
36031,NY,"Essex County, NY",2020
36031,NY,"Essex County, NY",2021
36031,NY,"Essex County, NY",2022
36033,NY,"Franklin County, NY",2000
36033,NY,"Franklin County, NY",2001
36033,NY,"Franklin County, NY",2002
36033,NY,"Franklin County, NY",2003
36033,NY,"Franklin County, NY",2004
36033,NY,"Franklin County, NY",2005
36033,NY,"Franklin County, NY",2006
36033,NY,"Franklin County, NY",2007
36033,NY,"Franklin County, NY",2008
36033,NY,"Franklin County, NY",2009
36033,NY,"Franklin County, NY",2010
36033,NY,"Franklin County, NY",2011
36033,NY,"Franklin County, NY",2012
36033,NY,"Franklin County, NY",2013
36033,NY,"Franklin County, NY",2014
36033,NY,"Franklin County, NY",2015
36033,NY,"Franklin County, NY",2016
36033,NY,"Franklin County, NY",2017
36033,NY,"Franklin County, NY",2018
36033,NY,"Franklin County, NY",2019
36033,NY,"Franklin County, NY",2020
36033,NY,"Franklin County, NY",2021
36033,NY,"Franklin County, NY",2022
36035,NY,"Fulton County, NY",2000
36035,NY,"Fulton County, NY",2001
36035,NY,"Fulton County, NY",2002
36035,NY,"Fulton County, NY",2003
36035,NY,"Fulton County, NY",2004
36035,NY,"Fulton County, NY",2005
36035,NY,"Fulton County, NY",2006
36035,NY,"Fulton County, NY",2007
36035,NY,"Fulton County, NY",2008
36035,NY,"Fulton County, NY",2009
36035,NY,"Fulton County, NY",2010
36035,NY,"Fulton County, NY",2011
36035,NY,"Fulton County, NY",2012
36035,NY,"Fulton County, NY",2013
36035,NY,"Fulton County, NY",2014
36035,NY,"Fulton County, NY",2015
36035,NY,"Fulton County, NY",2016
36035,NY,"Fulton County, NY",2017
36035,NY,"Fulton County, NY",2018
36035,NY,"Fulton County, NY",2019
36035,NY,"Fulton County, NY",2020
36035,NY,"Fulton County, NY",2021
36035,NY,"Fulton County, NY",2022
36037,NY,"Genesee County, NY",2000
36037,NY,"Genesee County, NY",2001
36037,NY,"Genesee County, NY",2002
36037,NY,"Genesee County, NY",2003
36037,NY,"Genesee County, NY",2004
36037,NY,"Genesee County, NY",2005
36037,NY,"Genesee County, NY",2006
36037,NY,"Genesee County, NY",2007
36037,NY,"Genesee County, NY",2008
36037,NY,"Genesee County, NY",2009
36037,NY,"Genesee County, NY",2010
36037,NY,"Genesee County, NY",2011
36037,NY,"Genesee County, NY",2012
36037,NY,"Genesee County, NY",2013
36037,NY,"Genesee County, NY",2014
36037,NY,"Genesee County, NY",2015
36037,NY,"Genesee County, NY",2016
36037,NY,"Genesee County, NY",2017
36037,NY,"Genesee County, NY",2018
36037,NY,"Genesee County, NY",2019
36037,NY,"Genesee County, NY",2020
36037,NY,"Genesee County, NY",2021
36037,NY,"Genesee County, NY",2022
36039,NY,"Greene County, NY",2000
36039,NY,"Greene County, NY",2001
36039,NY,"Greene County, NY",2002
36039,NY,"Greene County, NY",2003
36039,NY,"Greene County, NY",2004
36039,NY,"Greene County, NY",2005
36039,NY,"Greene County, NY",2006
36039,NY,"Greene County, NY",2007
36039,NY,"Greene County, NY",2008
36039,NY,"Greene County, NY",2009
36039,NY,"Greene County, NY",2010
36039,NY,"Greene County, NY",2011
36039,NY,"Greene County, NY",2012
36039,NY,"Greene County, NY",2013
36039,NY,"Greene County, NY",2014
36039,NY,"Greene County, NY",2015
36039,NY,"Greene County, NY",2016
36039,NY,"Greene County, NY",2017
36039,NY,"Greene County, NY",2018
36039,NY,"Greene County, NY",2019
36039,NY,"Greene County, NY",2020
36039,NY,"Greene County, NY",2021
36039,NY,"Greene County, NY",2022
36041,NY,"Hamilton County, NY",2000
36041,NY,"Hamilton County, NY",2001
36041,NY,"Hamilton County, NY",2002
36041,NY,"Hamilton County, NY",2003
36041,NY,"Hamilton County, NY",2004
36041,NY,"Hamilton County, NY",2005
36041,NY,"Hamilton County, NY",2006
36041,NY,"Hamilton County, NY",2007
36041,NY,"Hamilton County, NY",2008
36041,NY,"Hamilton County, NY",2009
36041,NY,"Hamilton County, NY",2010
36041,NY,"Hamilton County, NY",2011
36041,NY,"Hamilton County, NY",2012
36041,NY,"Hamilton County, NY",2013
36041,NY,"Hamilton County, NY",2014
36041,NY,"Hamilton County, NY",2015
36041,NY,"Hamilton County, NY",2016
36041,NY,"Hamilton County, NY",2017
36041,NY,"Hamilton County, NY",2018
36041,NY,"Hamilton County, NY",2019
36041,NY,"Hamilton County, NY",2020
36041,NY,"Hamilton County, NY",2021
36041,NY,"Hamilton County, NY",2022
36043,NY,"Herkimer County, NY",2000
36043,NY,"Herkimer County, NY",2001
36043,NY,"Herkimer County, NY",2002
36043,NY,"Herkimer County, NY",2003
36043,NY,"Herkimer County, NY",2004
36043,NY,"Herkimer County, NY",2005
36043,NY,"Herkimer County, NY",2006
36043,NY,"Herkimer County, NY",2007
36043,NY,"Herkimer County, NY",2008
36043,NY,"Herkimer County, NY",2009
36043,NY,"Herkimer County, NY",2010
36043,NY,"Herkimer County, NY",2011
36043,NY,"Herkimer County, NY",2012
36043,NY,"Herkimer County, NY",2013
36043,NY,"Herkimer County, NY",2014
36043,NY,"Herkimer County, NY",2015
36043,NY,"Herkimer County, NY",2016
36043,NY,"Herkimer County, NY",2017
36043,NY,"Herkimer County, NY",2018
36043,NY,"Herkimer County, NY",2019
36043,NY,"Herkimer County, NY",2020
36043,NY,"Herkimer County, NY",2021
36043,NY,"Herkimer County, NY",2022
36045,NY,"Jefferson County, NY",2000
36045,NY,"Jefferson County, NY",2001
36045,NY,"Jefferson County, NY",2002
36045,NY,"Jefferson County, NY",2003
36045,NY,"Jefferson County, NY",2004
36045,NY,"Jefferson County, NY",2005
36045,NY,"Jefferson County, NY",2006
36045,NY,"Jefferson County, NY",2007
36045,NY,"Jefferson County, NY",2008
36045,NY,"Jefferson County, NY",2009
36045,NY,"Jefferson County, NY",2010
36045,NY,"Jefferson County, NY",2011
36045,NY,"Jefferson County, NY",2012
36045,NY,"Jefferson County, NY",2013
36045,NY,"Jefferson County, NY",2014
36045,NY,"Jefferson County, NY",2015
36045,NY,"Jefferson County, NY",2016
36045,NY,"Jefferson County, NY",2017
36045,NY,"Jefferson County, NY",2018
36045,NY,"Jefferson County, NY",2019
36045,NY,"Jefferson County, NY",2020
36045,NY,"Jefferson County, NY",2021
36045,NY,"Jefferson County, NY",2022
36047,NY,"Kings County, NY",2000
36047,NY,"Kings County, NY",2001
36047,NY,"Kings County, NY",2002
36047,NY,"Kings County, NY",2003
36047,NY,"Kings County, NY",2004
36047,NY,"Kings County, NY",2005
36047,NY,"Kings County, NY",2006
36047,NY,"Kings County, NY",2007
36047,NY,"Kings County, NY",2008
36047,NY,"Kings County, NY",2009
36047,NY,"Kings County, NY",2010
36047,NY,"Kings County, NY",2011
36047,NY,"Kings County, NY",2012
36047,NY,"Kings County, NY",2013
36047,NY,"Kings County, NY",2014
36047,NY,"Kings County, NY",2015
36047,NY,"Kings County, NY",2016
36047,NY,"Kings County, NY",2017
36047,NY,"Kings County, NY",2018
36047,NY,"Kings County, NY",2019
36047,NY,"Kings County, NY",2020
36047,NY,"Kings County, NY",2021
36047,NY,"Kings County, NY",2022
36049,NY,"Lewis County, NY",2000
36049,NY,"Lewis County, NY",2001
36049,NY,"Lewis County, NY",2002
36049,NY,"Lewis County, NY",2003
36049,NY,"Lewis County, NY",2004
36049,NY,"Lewis County, NY",2005
36049,NY,"Lewis County, NY",2006
36049,NY,"Lewis County, NY",2007
36049,NY,"Lewis County, NY",2008
36049,NY,"Lewis County, NY",2009
36049,NY,"Lewis County, NY",2010
36049,NY,"Lewis County, NY",2011
36049,NY,"Lewis County, NY",2012
36049,NY,"Lewis County, NY",2013
36049,NY,"Lewis County, NY",2014
36049,NY,"Lewis County, NY",2015
36049,NY,"Lewis County, NY",2016
36049,NY,"Lewis County, NY",2017
36049,NY,"Lewis County, NY",2018
36049,NY,"Lewis County, NY",2019
36049,NY,"Lewis County, NY",2020
36049,NY,"Lewis County, NY",2021
36049,NY,"Lewis County, NY",2022
36051,NY,"Livingston County, NY",2000
36051,NY,"Livingston County, NY",2001
36051,NY,"Livingston County, NY",2002
36051,NY,"Livingston County, NY",2003
36051,NY,"Livingston County, NY",2004
36051,NY,"Livingston County, NY",2005
36051,NY,"Livingston County, NY",2006
36051,NY,"Livingston County, NY",2007
36051,NY,"Livingston County, NY",2008
36051,NY,"Livingston County, NY",2009
36051,NY,"Livingston County, NY",2010
36051,NY,"Livingston County, NY",2011
36051,NY,"Livingston County, NY",2012
36051,NY,"Livingston County, NY",2013
36051,NY,"Livingston County, NY",2014
36051,NY,"Livingston County, NY",2015
36051,NY,"Livingston County, NY",2016
36051,NY,"Livingston County, NY",2017
36051,NY,"Livingston County, NY",2018
36051,NY,"Livingston County, NY",2019
36051,NY,"Livingston County, NY",2020
36051,NY,"Livingston County, NY",2021
36051,NY,"Livingston County, NY",2022
36053,NY,"Madison County, NY",2000
36053,NY,"Madison County, NY",2001
36053,NY,"Madison County, NY",2002
36053,NY,"Madison County, NY",2003
36053,NY,"Madison County, NY",2004
36053,NY,"Madison County, NY",2005
36053,NY,"Madison County, NY",2006
36053,NY,"Madison County, NY",2007
36053,NY,"Madison County, NY",2008
36053,NY,"Madison County, NY",2009
36053,NY,"Madison County, NY",2010
36053,NY,"Madison County, NY",2011
36053,NY,"Madison County, NY",2012
36053,NY,"Madison County, NY",2013
36053,NY,"Madison County, NY",2014
36053,NY,"Madison County, NY",2015
36053,NY,"Madison County, NY",2016
36053,NY,"Madison County, NY",2017
36053,NY,"Madison County, NY",2018
36053,NY,"Madison County, NY",2019
36053,NY,"Madison County, NY",2020
36053,NY,"Madison County, NY",2021
36053,NY,"Madison County, NY",2022
36055,NY,"Monroe County, NY",2000
36055,NY,"Monroe County, NY",2001
36055,NY,"Monroe County, NY",2002
36055,NY,"Monroe County, NY",2003
36055,NY,"Monroe County, NY",2004
36055,NY,"Monroe County, NY",2005
36055,NY,"Monroe County, NY",2006
36055,NY,"Monroe County, NY",2007
36055,NY,"Monroe County, NY",2008
36055,NY,"Monroe County, NY",2009
36055,NY,"Monroe County, NY",2010
36055,NY,"Monroe County, NY",2011
36055,NY,"Monroe County, NY",2012
36055,NY,"Monroe County, NY",2013
36055,NY,"Monroe County, NY",2014
36055,NY,"Monroe County, NY",2015
36055,NY,"Monroe County, NY",2016
36055,NY,"Monroe County, NY",2017
36055,NY,"Monroe County, NY",2018
36055,NY,"Monroe County, NY",2019
36055,NY,"Monroe County, NY",2020
36055,NY,"Monroe County, NY",2021
36055,NY,"Monroe County, NY",2022
36057,NY,"Montgomery County, NY",2000
36057,NY,"Montgomery County, NY",2001
36057,NY,"Montgomery County, NY",2002
36057,NY,"Montgomery County, NY",2003
36057,NY,"Montgomery County, NY",2004
36057,NY,"Montgomery County, NY",2005
36057,NY,"Montgomery County, NY",2006
36057,NY,"Montgomery County, NY",2007
36057,NY,"Montgomery County, NY",2008
36057,NY,"Montgomery County, NY",2009
36057,NY,"Montgomery County, NY",2010
36057,NY,"Montgomery County, NY",2011
36057,NY,"Montgomery County, NY",2012
36057,NY,"Montgomery County, NY",2013
36057,NY,"Montgomery County, NY",2014
36057,NY,"Montgomery County, NY",2015
36057,NY,"Montgomery County, NY",2016
36057,NY,"Montgomery County, NY",2017
36057,NY,"Montgomery County, NY",2018
36057,NY,"Montgomery County, NY",2019
36057,NY,"Montgomery County, NY",2020
36057,NY,"Montgomery County, NY",2021
36057,NY,"Montgomery County, NY",2022
36059,NY,"Nassau County, NY",2000
36059,NY,"Nassau County, NY",2001
36059,NY,"Nassau County, NY",2002
36059,NY,"Nassau County, NY",2003
36059,NY,"Nassau County, NY",2004
36059,NY,"Nassau County, NY",2005
36059,NY,"Nassau County, NY",2006
36059,NY,"Nassau County, NY",2007
36059,NY,"Nassau County, NY",2008
36059,NY,"Nassau County, NY",2009
36059,NY,"Nassau County, NY",2010
36059,NY,"Nassau County, NY",2011
36059,NY,"Nassau County, NY",2012
36059,NY,"Nassau County, NY",2013
36059,NY,"Nassau County, NY",2014
36059,NY,"Nassau County, NY",2015
36059,NY,"Nassau County, NY",2016
36059,NY,"Nassau County, NY",2017
36059,NY,"Nassau County, NY",2018
36059,NY,"Nassau County, NY",2019
36059,NY,"Nassau County, NY",2020
36059,NY,"Nassau County, NY",2021
36059,NY,"Nassau County, NY",2022
36061,NY,"New York County, NY",2000
36061,NY,"New York County, NY",2001
36061,NY,"New York County, NY",2002
36061,NY,"New York County, NY",2003
36061,NY,"New York County, NY",2004
36061,NY,"New York County, NY",2005
36061,NY,"New York County, NY",2006
36061,NY,"New York County, NY",2007
36061,NY,"New York County, NY",2008
36061,NY,"New York County, NY",2009
36061,NY,"New York County, NY",2010
36061,NY,"New York County, NY",2011
36061,NY,"New York County, NY",2012
36061,NY,"New York County, NY",2013
36061,NY,"New York County, NY",2014
36061,NY,"New York County, NY",2015
36061,NY,"New York County, NY",2016
36061,NY,"New York County, NY",2017
36061,NY,"New York County, NY",2018
36061,NY,"New York County, NY",2019
36061,NY,"New York County, NY",2020
36061,NY,"New York County, NY",2021
36061,NY,"New York County, NY",2022
36063,NY,"Niagara County, NY",2000
36063,NY,"Niagara County, NY",2001
36063,NY,"Niagara County, NY",2002
36063,NY,"Niagara County, NY",2003
36063,NY,"Niagara County, NY",2004
36063,NY,"Niagara County, NY",2005
36063,NY,"Niagara County, NY",2006
36063,NY,"Niagara County, NY",2007
36063,NY,"Niagara County, NY",2008
36063,NY,"Niagara County, NY",2009
36063,NY,"Niagara County, NY",2010
36063,NY,"Niagara County, NY",2011
36063,NY,"Niagara County, NY",2012
36063,NY,"Niagara County, NY",2013
36063,NY,"Niagara County, NY",2014
36063,NY,"Niagara County, NY",2015
36063,NY,"Niagara County, NY",2016
36063,NY,"Niagara County, NY",2017
36063,NY,"Niagara County, NY",2018
36063,NY,"Niagara County, NY",2019
36063,NY,"Niagara County, NY",2020
36063,NY,"Niagara County, NY",2021
36063,NY,"Niagara County, NY",2022
36065,NY,"Oneida County, NY",2000
36065,NY,"Oneida County, NY",2001
36065,NY,"Oneida County, NY",2002
36065,NY,"Oneida County, NY",2003
36065,NY,"Oneida County, NY",2004
36065,NY,"Oneida County, NY",2005
36065,NY,"Oneida County, NY",2006
36065,NY,"Oneida County, NY",2007
36065,NY,"Oneida County, NY",2008
36065,NY,"Oneida County, NY",2009
36065,NY,"Oneida County, NY",2010
36065,NY,"Oneida County, NY",2011
36065,NY,"Oneida County, NY",2012
36065,NY,"Oneida County, NY",2013
36065,NY,"Oneida County, NY",2014
36065,NY,"Oneida County, NY",2015
36065,NY,"Oneida County, NY",2016
